rms,tepe,crest,kurtosis,carpiklik,bant_0_500,bant_500_2k,bant_2k_3k,bant_3k_4k,bant_4k_6k,rpm,sinif
0.62039,2.32572,3.74878,3.0517,-0.08621,0.10216,0.22826,0.15413,0.19189,0.32219,1767.89782,bilye
0.705,3.83183,5.4352,3.98542,-0.0331,0.10199,0.20465,0.15865,0.21605,0.31811,1745.00155,bilye
0.53351,1.83046,3.43096,3.25864,0.08034,0.10989,0.21604,0.15796,0.20163,0.31315,1797.62843,bilye
0.70734,2.65067,3.74737,3.08029,0.08074,0.09958,0.23935,0.15628,0.16784,0.33694,1767.68109,bilye
0.47228,2.00212,4.23922,3.69434,0.12907,0.09837,0.22108,0.165,0.20984,0.30358,1750.32763,bilye
0.48642,1.93031,3.9684,3.18263,-0.15489,0.09404,0.22964,0.15872,0.19853,0.3183,1751.33087,bilye
0.67441,2.52513,3.74423,3.12052,0.0561,0.10189,0.24553,0.16414,0.17844,0.30981,1760.17636,bilye
0.44859,1.89227,4.21822,3.30346,-0.15795,0.10077,0.22855,0.1525,0.19658,0.31949,1726.55181,bilye
0.7893,4.33088,5.48697,4.00878,0.1285,0.10079,0.21973,0.15046,0.21318,0.31474,1739.60301,bilye
0.63774,2.75927,4.3266,3.11302,0.11296,0.10061,0.23533,0.15882,0.17825,0.32545,1777.91437,bilye
0.62475,2.33977,3.74515,3.08845,0.18014,0.1115,0.22157,0.15184,0.19303,0.32117,1711.91822,bilye
0.64453,2.43461,3.77734,3.26229,0.04916,0.10918,0.2224,0.16008,0.1946,0.31199,1792.38383,bilye
0.41619,1.48656,3.57182,2.88042,0.00964,0.10956,0.24123,0.15277,0.17126,0.32455,1728.55114,bilye
0.62864,2.47084,3.93046,3.37275,0.03272,0.11604,0.21861,0.16043,0.1951,0.30917,1719.72233,bilye
0.64122,2.16576,3.37756,3.01743,0.00069,0.11065,0.22879,0.1553,0.17012,0.33498,1703.80032,bilye
0.75415,3.7667,4.99462,3.58075,0.24622,0.10778,0.20941,0.15189,0.21991,0.31031,1718.57293,bilye
0.48913,1.64449,3.36209,2.99881,-0.01974,0.11079,0.21945,0.16052,0.18403,0.32416,1708.16307,bilye
0.8344,3.53037,4.23101,4.32982,0.01806,0.09418,0.20478,0.15481,0.23716,0.30763,1794.97844,bilye
0.70757,2.66826,3.77105,2.86088,0.16544,0.10841,0.24049,0.15558,0.1765,0.31879,1773.98245,bilye
0.45521,2.94527,6.47007,4.69389,0.28129,0.09957,0.21422,0.14274,0.23462,0.30878,1715.89071,bilye
0.61933,2.85611,4.61159,3.77203,0.10202,0.09378,0.22242,0.15896,0.22225,0.30205,1785.22069,bilye
0.50238,2.34069,4.65925,4.55061,0.29364,0.10146,0.20238,0.14532,0.23021,0.31859,1720.54122,bilye
0.71697,2.20034,3.06896,2.86933,-0.01463,0.09912,0.24278,0.16264,0.17437,0.3209,1752.86535,bilye
0.44437,1.78765,4.02291,3.50857,0.18967,0.10615,0.20822,0.14854,0.22704,0.30805,1704.80073,bilye
0.56657,2.01751,3.56093,2.83265,0.14558,0.10455,0.22784,0.15868,0.1859,0.32261,1724.05481,bilye
0.57026,1.9981,3.50387,3.12583,-0.0013,0.09405,0.22997,0.15754,0.18884,0.32899,1754.17826,bilye
0.62317,2.09524,3.36222,2.95051,0.02444,0.10815,0.22697,0.15145,0.18325,0.33005,1702.65659,bilye
0.58831,2.22294,3.77853,3.00781,0.04523,0.11142,0.21883,0.1718,0.18381,0.31338,1715.32506,bilye
0.71021,3.39675,4.78277,3.88944,0.35929,0.09315,0.21673,0.16102,0.21188,0.31626,1750.38026,bilye
0.53121,1.62757,3.0639,2.86328,-0.02378,0.1093,0.23422,0.15976,0.17616,0.32038,1744.93565,bilye
0.72707,3.08171,4.23853,3.50102,0.22448,0.09956,0.2041,0.15868,0.22013,0.31538,1728.18912,bilye
0.70581,3.05632,4.33026,3.30937,0.13105,0.10133,0.21664,0.15882,0.21788,0.30386,1719.73384,bilye
0.54452,2.36108,4.33606,3.37894,0.23072,0.10107,0.22081,0.14505,0.2183,0.31464,1766.73186,bilye
0.58543,2.31612,3.95624,3.50707,0.21584,0.10257,0.21751,0.15572,0.20222,0.32185,1726.1488,bilye
0.56383,3.38449,6.00266,4.28922,0.39395,0.09465,0.21317,0.15154,0.22716,0.31283,1737.52679,bilye
