tarih,saat,haftanin_gunu,tatil,sicaklik_C,yuk_MW
2025-06-16 04:00,4,0,0,19.8,616.4
2025-06-16 05:00,5,0,0,19.7,678.5
2025-06-16 06:00,6,0,0,20.4,701.7
2025-06-16 07:00,7,0,0,20.9,719.8
2025-06-16 08:00,8,0,0,21.8,729.0
2025-06-16 09:00,9,0,0,21.9,738.5
2025-06-16 10:00,10,0,0,22.8,752.5
2025-06-16 11:00,11,0,0,22.8,785.1
2025-06-16 12:00,12,0,0,23.6,826.9
2025-06-16 13:00,13,0,0,24.2,874.6
2025-06-16 14:00,14,0,0,24.1,916.6
2025-06-16 15:00,15,0,0,24.1,933.9
2025-06-16 16:00,16,0,0,24.2,950.8
2025-06-16 17:00,17,0,0,24.1,914.5
2025-06-16 18:00,18,0,0,24.7,874.8
2025-06-16 19:00,19,0,0,24.8,795.7
2025-06-16 20:00,20,0,0,23.6,674.5
2025-06-16 21:00,21,0,0,23.6,580.4
2025-06-16 22:00,22,0,0,22.6,479.9
2025-06-16 23:00,23,0,0,23.1,447.6
2025-06-17 00:00,0,1,0,22.6,438.4
2025-06-17 01:00,1,1,0,21.5,463.0
2025-06-17 02:00,2,1,0,21.4,506.6
2025-06-17 03:00,3,1,0,21.2,553.2
2025-06-17 04:00,4,1,0,22.1,612.5
2025-06-17 05:00,5,1,0,22.2,664.8
2025-06-17 06:00,6,1,0,22.5,701.0
2025-06-17 07:00,7,1,0,21.8,711.8
2025-06-17 08:00,8,1,0,22.6,736.8
2025-06-17 09:00,9,1,0,23.2,734.3
2025-06-17 10:00,10,1,0,23.8,749.6
2025-06-17 11:00,11,1,0,25.4,782.8
2025-06-17 12:00,12,1,0,26.7,842.8
2025-06-17 13:00,13,1,0,27.3,892.5
2025-06-17 14:00,14,1,0,27.5,934.3
2025-06-17 15:00,15,1,0,27.1,958.5
2025-06-17 16:00,16,1,0,26.3,970.5
2025-06-17 17:00,17,1,0,26.2,953.8
2025-06-17 18:00,18,1,0,25.7,880.0
2025-06-17 19:00,19,1,0,24.2,772.1
2025-06-17 20:00,20,1,0,23.2,660.6
2025-06-17 21:00,21,1,0,21.9,578.4
2025-06-17 22:00,22,1,0,20.9,482.3
2025-06-17 23:00,23,1,0,20.9,423.4
2025-06-18 00:00,0,2,0,19.7,413.6
2025-06-18 01:00,1,2,0,19.8,450.7
2025-06-18 02:00,2,2,0,20.0,477.3
2025-06-18 03:00,3,2,0,19.8,536.3
2025-06-18 04:00,4,2,0,20.4,585.7
2025-06-18 05:00,5,2,0,21.0,674.3
2025-06-18 06:00,6,2,0,21.4,690.1
2025-06-18 07:00,7,2,0,21.1,712.7
2025-06-18 08:00,8,2,0,21.2,736.6
2025-06-18 09:00,9,2,0,21.7,763.1
2025-06-18 10:00,10,2,0,22.5,777.2
2025-06-18 11:00,11,2,0,23.4,818.0
2025-06-18 12:00,12,2,0,25.0,846.2
2025-06-18 13:00,13,2,0,25.7,905.2
2025-06-18 14:00,14,2,0,27.2,919.1
2025-06-18 15:00,15,2,0,28.0,970.6
2025-06-18 16:00,16,2,0,28.5,959.1
2025-06-18 17:00,17,2,0,28.0,921.7
2025-06-18 18:00,18,2,0,27.4,857.3
2025-06-18 19:00,19,2,0,27.0,763.7
2025-06-18 20:00,20,2,0,25.8,663.7
2025-06-18 21:00,21,2,0,24.8,564.2
2025-06-18 22:00,22,2,0,22.7,463.0
2025-06-18 23:00,23,2,0,22.1,433.0
2025-06-19 00:00,0,3,0,21.6,406.1
2025-06-19 01:00,1,3,0,20.7,438.7
2025-06-19 02:00,2,3,0,21.2,482.0
2025-06-19 03:00,3,3,0,22.0,550.3
2025-06-19 04:00,4,3,0,22.4,588.8
2025-06-19 05:00,5,3,0,22.3,646.3
2025-06-19 06:00,6,3,0,23.2,693.7
2025-06-19 07:00,7,3,0,24.1,717.8
2025-06-19 08:00,8,3,0,25.6,726.0
2025-06-19 09:00,9,3,0,26.3,759.0
2025-06-19 10:00,10,3,0,27.6,805.2
2025-06-19 11:00,11,3,0,29.0,842.9
2025-06-19 12:00,12,3,0,30.0,868.8
2025-06-19 13:00,13,3,0,30.8,924.5
2025-06-19 14:00,14,3,0,31.1,965.1
2025-06-19 15:00,15,3,0,30.9,973.6
2025-06-19 16:00,16,3,0,30.0,970.1
2025-06-19 17:00,17,3,0,28.2,923.1
2025-06-19 18:00,18,3,0,26.3,873.5
2025-06-19 19:00,19,3,0,25.0,774.9
2025-06-19 20:00,20,3,0,23.7,661.1
2025-06-19 21:00,21,3,0,23.4,541.5
2025-06-19 22:00,22,3,0,22.7,473.2
2025-06-19 23:00,23,3,0,21.3,403.6
2025-06-20 00:00,0,4,0,20.2,403.3
2025-06-20 01:00,1,4,0,19.2,412.7
2025-06-20 02:00,2,4,0,18.3,446.8
2025-06-20 03:00,3,4,0,19.3,533.3
2025-06-20 04:00,4,4,0,19.0,581.0
2025-06-20 05:00,5,4,0,19.6,643.5
2025-06-20 06:00,6,4,0,20.0,666.9
2025-06-20 07:00,7,4,0,20.1,692.1
2025-06-20 08:00,8,4,0,21.0,691.1
2025-06-20 09:00,9,4,0,21.0,687.8
2025-06-20 10:00,10,4,0,22.0,704.5
2025-06-20 11:00,11,4,0,23.5,773.0
2025-06-20 12:00,12,4,0,23.7,825.8
2025-06-20 13:00,13,4,0,25.0,906.1
2025-06-20 14:00,14,4,0,24.9,940.2
2025-06-20 15:00,15,4,0,24.8,983.4
2025-06-20 16:00,16,4,0,24.6,982.6
2025-06-20 17:00,17,4,0,24.9,959.7
2025-06-20 18:00,18,4,0,23.7,900.1
2025-06-20 19:00,19,4,0,23.2,810.2
2025-06-20 20:00,20,4,0,21.6,701.4
2025-06-20 21:00,21,4,0,21.1,601.3
2025-06-20 22:00,22,4,0,21.4,536.4
2025-06-20 23:00,23,4,0,19.3,478.3
2025-06-21 00:00,0,5,0,18.4,400.5
2025-06-21 01:00,1,5,0,17.3,409.2
2025-06-21 02:00,2,5,0,16.6,430.6
2025-06-21 03:00,3,5,0,15.4,478.3
2025-06-21 04:00,4,5,0,15.6,526.6
2025-06-21 05:00,5,5,0,15.6,565.4
2025-06-21 06:00,6,5,0,15.9,603.3
2025-06-21 07:00,7,5,0,17.0,626.3
2025-06-21 08:00,8,5,0,17.8,660.3
2025-06-21 09:00,9,5,0,18.5,663.7
2025-06-21 10:00,10,5,0,20.7,686.7
2025-06-21 11:00,11,5,0,21.8,726.2
2025-06-21 12:00,12,5,0,22.5,752.4
2025-06-21 13:00,13,5,0,23.2,780.2
2025-06-21 14:00,14,5,0,23.6,828.8
2025-06-21 15:00,15,5,0,23.7,875.8
2025-06-21 16:00,16,5,0,23.9,864.6
2025-06-21 17:00,17,5,0,23.0,821.3
2025-06-21 18:00,18,5,0,23.2,764.0
2025-06-21 19:00,19,5,0,22.5,673.9
2025-06-21 20:00,20,5,0,22.2,571.2
2025-06-21 21:00,21,5,0,21.0,485.0
2025-06-21 22:00,22,5,0,21.0,426.9
2025-06-21 23:00,23,5,0,20.4,388.7
2025-06-22 00:00,0,6,0,19.7,361.2
2025-06-22 01:00,1,6,0,20.1,374.3
2025-06-22 02:00,2,6,0,19.7,400.3
2025-06-22 03:00,3,6,0,20.1,449.8
2025-06-22 04:00,4,6,0,20.0,505.2
2025-06-22 05:00,5,6,0,22.1,543.1
2025-06-22 06:00,6,6,0,22.6,576.6
2025-06-22 07:00,7,6,0,23.1,612.0
2025-06-22 08:00,8,6,0,24.2,657.5
2025-06-22 09:00,9,6,0,25.8,663.1
2025-06-22 10:00,10,6,0,26.3,663.4
2025-06-22 11:00,11,6,0,27.8,713.3
2025-06-22 12:00,12,6,0,28.3,723.4
2025-06-22 13:00,13,6,0,28.5,772.4
2025-06-22 14:00,14,6,0,28.2,805.3
2025-06-22 15:00,15,6,0,29.1,840.6
2025-06-22 16:00,16,6,0,28.1,828.9
2025-06-22 17:00,17,6,0,27.2,783.5
2025-06-22 18:00,18,6,0,26.1,730.8
2025-06-22 19:00,19,6,0,25.1,656.6
2025-06-22 20:00,20,6,0,24.2,553.5
2025-06-22 21:00,21,6,0,22.7,451.3
2025-06-22 22:00,22,6,0,21.2,383.7
2025-06-22 23:00,23,6,0,18.8,348.3
2025-06-23 00:00,0,0,0,18.8,404.4
2025-06-23 01:00,1,0,0,18.4,427.6
2025-06-23 02:00,2,0,0,18.6,477.3
2025-06-23 03:00,3,0,0,18.7,525.1
2025-06-23 04:00,4,0,0,17.8,586.5
2025-06-23 05:00,5,0,0,18.7,653.7
2025-06-23 06:00,6,0,0,20.3,693.9
2025-06-23 07:00,7,0,0,20.1,713.2
2025-06-23 08:00,8,0,0,21.7,723.5
2025-06-23 09:00,9,0,0,22.2,735.8
2025-06-23 10:00,10,0,0,22.9,752.3
2025-06-23 11:00,11,0,0,23.1,774.5
2025-06-23 12:00,12,0,0,23.4,833.7
2025-06-23 13:00,13,0,0,24.1,897.2
2025-06-23 14:00,14,0,0,24.8,940.7
2025-06-23 15:00,15,0,0,25.3,967.6
2025-06-23 16:00,16,0,0,25.5,974.7
2025-06-23 17:00,17,0,0,24.9,935.6
2025-06-23 18:00,18,0,0,24.6,865.0
2025-06-23 19:00,19,0,0,24.1,770.9
2025-06-23 20:00,20,0,0,23.8,665.9
2025-06-23 21:00,21,0,0,23.0,568.1
2025-06-23 22:00,22,0,0,22.9,501.9
2025-06-23 23:00,23,0,0,21.8,443.4
2025-06-24 00:00,0,1,0,19.7,431.8
2025-06-24 01:00,1,1,0,19.4,452.6
2025-06-24 02:00,2,1,0,19.3,494.9
2025-06-24 03:00,3,1,0,19.7,527.9
2025-06-24 04:00,4,1,0,19.1,586.1
2025-06-24 05:00,5,1,0,20.0,629.0
2025-06-24 06:00,6,1,0,20.8,661.6
2025-06-24 07:00,7,1,0,21.0,709.1
2025-06-24 08:00,8,1,0,21.2,729.8
2025-06-24 09:00,9,1,0,22.8,746.8
2025-06-24 10:00,10,1,0,25.1,795.3
2025-06-24 11:00,11,1,0,26.4,824.5
2025-06-24 12:00,12,1,0,26.7,868.8
2025-06-24 13:00,13,1,0,27.5,927.2
2025-06-24 14:00,14,1,0,27.3,948.6
2025-06-24 15:00,15,1,0,27.2,963.2
2025-06-24 16:00,16,1,0,27.2,972.7
2025-06-24 17:00,17,1,0,26.6,940.7
2025-06-24 18:00,18,1,0,26.6,873.2
2025-06-24 19:00,19,1,0,24.7,765.2
2025-06-24 20:00,20,1,0,23.8,654.9
2025-06-24 21:00,21,1,0,23.4,568.1
2025-06-24 22:00,22,1,0,22.4,485.3
2025-06-24 23:00,23,1,0,22.0,437.7
2025-06-25 00:00,0,2,0,20.9,417.7
2025-06-25 01:00,1,2,0,20.7,415.2
2025-06-25 02:00,2,2,0,19.5,462.4
2025-06-25 03:00,3,2,0,19.4,530.6
2025-06-25 04:00,4,2,0,19.4,595.5
2025-06-25 05:00,5,2,0,20.1,657.0
2025-06-25 06:00,6,2,0,20.3,697.3
2025-06-25 07:00,7,2,0,21.2,719.6
2025-06-25 08:00,8,2,0,20.1,737.4
2025-06-25 09:00,9,2,0,20.9,745.7
2025-06-25 10:00,10,2,0,22.4,766.5
2025-06-25 11:00,11,2,0,24.1,818.5
2025-06-25 12:00,12,2,0,25.1,857.6
2025-06-25 13:00,13,2,0,25.8,902.0
2025-06-25 14:00,14,2,0,27.3,949.7
2025-06-25 15:00,15,2,0,27.4,960.0
2025-06-25 16:00,16,2,0,27.1,962.0
2025-06-25 17:00,17,2,0,26.8,938.0
2025-06-25 18:00,18,2,0,26.0,880.8
2025-06-25 19:00,19,2,0,24.5,801.3
2025-06-25 20:00,20,2,0,22.5,667.4
2025-06-25 21:00,21,2,0,20.8,575.0
2025-06-25 22:00,22,2,0,20.0,494.1
2025-06-25 23:00,23,2,0,19.3,428.3
2025-06-26 00:00,0,3,0,18.9,405.5
2025-06-26 01:00,1,3,0,17.9,444.5
2025-06-26 02:00,2,3,0,17.2,480.7
2025-06-26 03:00,3,3,0,17.6,524.3
2025-06-26 04:00,4,3,0,17.3,584.3
2025-06-26 05:00,5,3,0,17.4,633.0
2025-06-26 06:00,6,3,0,18.9,674.4
2025-06-26 07:00,7,3,0,19.7,696.4
2025-06-26 08:00,8,3,0,20.4,730.2
2025-06-26 09:00,9,3,0,21.0,741.8
2025-06-26 10:00,10,3,0,22.7,747.8
2025-06-26 11:00,11,3,0,23.7,802.7
2025-06-26 12:00,12,3,0,24.6,836.5
2025-06-26 13:00,13,3,0,25.3,875.4
2025-06-26 14:00,14,3,0,24.5,913.8
2025-06-26 15:00,15,3,0,24.1,934.9
2025-06-26 16:00,16,3,0,24.1,946.8
2025-06-26 17:00,17,3,0,23.7,905.9
2025-06-26 18:00,18,3,0,23.3,828.5
2025-06-26 19:00,19,3,0,21.9,727.8
2025-06-26 20:00,20,3,0,20.5,643.2
2025-06-26 21:00,21,3,0,19.8,537.0
2025-06-26 22:00,22,3,0,19.8,458.1
2025-06-26 23:00,23,3,0,18.2,403.2
2025-06-27 00:00,0,4,0,17.5,380.6
2025-06-27 01:00,1,4,0,16.3,391.8
2025-06-27 02:00,2,4,0,15.0,436.8
2025-06-27 03:00,3,4,0,14.9,500.5
2025-06-27 04:00,4,4,0,15.0,552.2
2025-06-27 05:00,5,4,0,14.0,613.5
2025-06-27 06:00,6,4,0,14.3,668.8
2025-06-27 07:00,7,4,0,14.8,716.4
2025-06-27 08:00,8,4,0,15.0,714.4
2025-06-27 09:00,9,4,0,15.6,730.9
2025-06-27 10:00,10,4,0,17.8,745.6
2025-06-27 11:00,11,4,0,17.5,779.8
2025-06-27 12:00,12,4,0,17.6,811.2
2025-06-27 13:00,13,4,0,18.9,857.9
2025-06-27 14:00,14,4,0,19.6,903.0
2025-06-27 15:00,15,4,0,20.1,932.0
2025-06-27 16:00,16,4,0,20.1,950.3
2025-06-27 17:00,17,4,0,19.9,928.5
2025-06-27 18:00,18,4,0,19.0,875.4
2025-06-27 19:00,19,4,0,18.9,781.9
2025-06-27 20:00,20,4,0,16.9,675.4
2025-06-27 21:00,21,4,0,16.2,567.4
2025-06-27 22:00,22,4,0,14.0,477.3
2025-06-27 23:00,23,4,0,11.7,438.2
2025-06-28 00:00,0,5,0,11.0,386.1
2025-06-28 01:00,1,5,0,11.5,393.5
2025-06-28 02:00,2,5,0,11.5,461.9
2025-06-28 03:00,3,5,0,11.5,497.0
2025-06-28 04:00,4,5,0,12.8,530.7
2025-06-28 05:00,5,5,0,13.2,587.7
2025-06-28 06:00,6,5,0,13.5,618.6
2025-06-28 07:00,7,5,0,14.8,622.6
2025-06-28 08:00,8,5,0,15.0,642.7
2025-06-28 09:00,9,5,0,17.5,682.7
2025-06-28 10:00,10,5,0,18.8,716.3
2025-06-28 11:00,11,5,0,19.7,738.8
2025-06-28 12:00,12,5,0,20.2,765.1
2025-06-28 13:00,13,5,0,21.3,801.7
2025-06-28 14:00,14,5,0,22.8,839.6
2025-06-28 15:00,15,5,0,22.5,855.4
2025-06-28 16:00,16,5,0,22.4,845.3
2025-06-28 17:00,17,5,0,22.0,812.0
2025-06-28 18:00,18,5,0,20.8,764.4
2025-06-28 19:00,19,5,0,20.6,666.8
2025-06-28 20:00,20,5,0,19.8,573.8
2025-06-28 21:00,21,5,0,18.3,475.6
2025-06-28 22:00,22,5,0,17.7,415.2
2025-06-28 23:00,23,5,0,16.2,370.2
2025-06-29 00:00,0,6,0,15.6,339.8
2025-06-29 01:00,1,6,0,15.0,346.6
2025-06-29 02:00,2,6,0,14.0,381.6
2025-06-29 03:00,3,6,0,13.4,448.7
2025-06-29 04:00,4,6,0,13.7,522.4
2025-06-29 05:00,5,6,0,12.9,580.2
2025-06-29 06:00,6,6,0,13.6,602.6
2025-06-29 07:00,7,6,0,14.7,615.6
2025-06-29 08:00,8,6,0,15.8,618.2
2025-06-29 09:00,9,6,0,16.8,608.2
2025-06-29 10:00,10,6,0,17.1,646.5
2025-06-29 11:00,11,6,0,18.0,655.1
2025-06-29 12:00,12,6,0,18.8,691.2
2025-06-29 13:00,13,6,0,20.0,728.2
2025-06-29 14:00,14,6,0,20.5,757.9
2025-06-29 15:00,15,6,0,21.4,792.7
2025-06-29 16:00,16,6,0,21.4,784.0
2025-06-29 17:00,17,6,0,21.2,750.8
2025-06-29 18:00,18,6,0,21.1,692.8
2025-06-29 19:00,19,6,0,20.3,639.0
2025-06-29 20:00,20,6,0,20.2,544.6
2025-06-29 21:00,21,6,0,18.2,463.8
2025-06-29 22:00,22,6,0,16.4,414.3
2025-06-29 23:00,23,6,0,16.2,371.0
2025-06-30 00:00,0,0,0,14.5,411.9
2025-06-30 01:00,1,0,0,13.5,447.2
2025-06-30 02:00,2,0,0,12.8,517.1
2025-06-30 03:00,3,0,0,13.0,567.0
2025-06-30 04:00,4,0,0,12.8,622.0
2025-06-30 05:00,5,0,0,12.8,669.1
2025-06-30 06:00,6,0,0,15.0,676.5
2025-06-30 07:00,7,0,0,15.7,697.0
2025-06-30 08:00,8,0,0,16.9,706.0
2025-06-30 09:00,9,0,0,18.6,736.5
2025-06-30 10:00,10,0,0,19.9,747.7
2025-06-30 11:00,11,0,0,20.7,782.9
2025-06-30 12:00,12,0,0,21.0,821.0
2025-06-30 13:00,13,0,0,21.5,853.6
2025-06-30 14:00,14,0,0,22.3,903.0
2025-06-30 15:00,15,0,0,22.7,936.3
2025-06-30 16:00,16,0,0,23.2,939.4
2025-06-30 17:00,17,0,0,23.4,899.4
2025-06-30 18:00,18,0,0,24.2,838.2
2025-06-30 19:00,19,0,0,24.3,755.1
2025-06-30 20:00,20,0,0,23.5,651.0
2025-06-30 21:00,21,0,0,22.7,531.8
2025-06-30 22:00,22,0,0,21.8,458.4
2025-06-30 23:00,23,0,0,20.8,425.3
2025-07-01 00:00,0,1,0,20.2,396.0
2025-07-01 01:00,1,1,0,19.7,431.2
2025-07-01 02:00,2,1,0,19.0,474.4
2025-07-01 03:00,3,1,0,18.3,533.4
2025-07-01 04:00,4,1,0,18.0,586.4
2025-07-01 05:00,5,1,0,18.8,652.6
2025-07-01 06:00,6,1,0,20.2,701.8
2025-07-01 07:00,7,1,0,21.2,740.1
2025-07-01 08:00,8,1,0,22.1,730.4
2025-07-01 09:00,9,1,0,23.6,752.3
2025-07-01 10:00,10,1,0,24.6,781.0
2025-07-01 11:00,11,1,0,25.7,818.6
2025-07-01 12:00,12,1,0,27.1,857.0
2025-07-01 13:00,13,1,0,26.7,916.7
2025-07-01 14:00,14,1,0,26.5,956.7
2025-07-01 15:00,15,1,0,28.0,997.7
2025-07-01 16:00,16,1,0,27.8,972.3
2025-07-01 17:00,17,1,0,27.0,936.9
2025-07-01 18:00,18,1,0,25.7,876.2
2025-07-01 19:00,19,1,0,24.7,782.8
2025-07-01 20:00,20,1,0,23.1,671.5
2025-07-01 21:00,21,1,0,21.8,566.6
2025-07-01 22:00,22,1,0,20.6,494.0
2025-07-01 23:00,23,1,0,20.4,440.2
2025-07-02 00:00,0,2,0,19.3,432.3
2025-07-02 01:00,1,2,0,19.1,444.6
2025-07-02 02:00,2,2,0,18.2,480.2
2025-07-02 03:00,3,2,0,19.8,549.2
2025-07-02 04:00,4,2,0,19.2,602.4
2025-07-02 05:00,5,2,0,19.4,661.9
2025-07-02 06:00,6,2,0,20.1,695.0
2025-07-02 07:00,7,2,0,20.8,706.1
2025-07-02 08:00,8,2,0,22.3,710.2
2025-07-02 09:00,9,2,0,23.7,743.6
2025-07-02 10:00,10,2,0,24.8,773.6
2025-07-02 11:00,11,2,0,26.9,821.3
2025-07-02 12:00,12,2,0,27.3,860.8
2025-07-02 13:00,13,2,0,27.8,902.6
2025-07-02 14:00,14,2,0,28.1,966.9
2025-07-02 15:00,15,2,0,28.2,995.5
2025-07-02 16:00,16,2,0,28.3,995.3
2025-07-02 17:00,17,2,0,27.8,969.6
2025-07-02 18:00,18,2,0,26.9,884.3
2025-07-02 19:00,19,2,0,25.7,792.4
2025-07-02 20:00,20,2,0,24.5,689.7
2025-07-02 21:00,21,2,0,22.9,569.8
2025-07-02 22:00,22,2,0,21.5,483.4
2025-07-02 23:00,23,2,0,19.8,423.1
2025-07-03 00:00,0,3,0,17.7,408.7
2025-07-03 01:00,1,3,0,17.5,420.8
2025-07-03 02:00,2,3,0,16.6,468.6
2025-07-03 03:00,3,3,0,17.1,536.1
2025-07-03 04:00,4,3,0,16.7,596.4
2025-07-03 05:00,5,3,0,17.4,641.9
2025-07-03 06:00,6,3,0,17.3,666.4
2025-07-03 07:00,7,3,0,18.9,670.6
2025-07-03 08:00,8,3,0,19.4,710.7
2025-07-03 09:00,9,3,0,19.6,727.1
2025-07-03 10:00,10,3,0,20.5,766.2
2025-07-03 11:00,11,3,0,20.9,797.1
2025-07-03 12:00,12,3,0,23.5,831.9
2025-07-03 13:00,13,3,0,23.4,875.5
2025-07-03 14:00,14,3,0,24.4,909.0
2025-07-03 15:00,15,3,0,23.1,927.7
2025-07-03 16:00,16,3,0,23.5,919.4
2025-07-03 17:00,17,3,0,22.4,885.6
2025-07-03 18:00,18,3,0,21.6,836.3
2025-07-03 19:00,19,3,0,20.2,744.7
2025-07-03 20:00,20,3,0,19.7,654.4
2025-07-03 21:00,21,3,0,18.2,552.0
2025-07-03 22:00,22,3,0,17.4,468.4
2025-07-03 23:00,23,3,0,16.8,416.7
2025-07-04 00:00,0,4,0,16.5,404.3
2025-07-04 01:00,1,4,0,15.8,432.0
2025-07-04 02:00,2,4,0,16.3,466.4
2025-07-04 03:00,3,4,0,17.1,533.9
2025-07-04 04:00,4,4,0,16.9,607.5
2025-07-04 05:00,5,4,0,17.5,659.1
2025-07-04 06:00,6,4,0,18.8,697.9
2025-07-04 07:00,7,4,0,21.0,717.6
2025-07-04 08:00,8,4,0,21.5,730.9
2025-07-04 09:00,9,4,0,23.0,733.7
2025-07-04 10:00,10,4,0,24.2,764.6
2025-07-04 11:00,11,4,0,24.6,807.0
2025-07-04 12:00,12,4,0,25.5,859.0
2025-07-04 13:00,13,4,0,25.3,906.3
2025-07-04 14:00,14,4,0,25.6,957.2
2025-07-04 15:00,15,4,0,27.0,992.2
2025-07-04 16:00,16,4,0,27.4,997.2
2025-07-04 17:00,17,4,0,27.7,971.7
2025-07-04 18:00,18,4,0,27.3,918.7
2025-07-04 19:00,19,4,0,26.3,816.2
2025-07-04 20:00,20,4,0,24.7,688.2
2025-07-04 21:00,21,4,0,22.4,565.2
2025-07-04 22:00,22,4,0,20.6,473.2
2025-07-04 23:00,23,4,0,20.9,434.9
2025-07-05 00:00,0,5,0,19.8,363.2
2025-07-05 01:00,1,5,0,19.2,384.8
2025-07-05 02:00,2,5,0,19.5,424.1
2025-07-05 03:00,3,5,0,18.6,478.0
2025-07-05 04:00,4,5,0,19.0,547.8
2025-07-05 05:00,5,5,0,18.7,599.5
2025-07-05 06:00,6,5,0,19.2,617.9
2025-07-05 07:00,7,5,0,19.3,644.3
2025-07-05 08:00,8,5,0,21.4,674.3
2025-07-05 09:00,9,5,0,22.6,677.5
2025-07-05 10:00,10,5,0,24.5,697.2
2025-07-05 11:00,11,5,0,24.8,748.3
2025-07-05 12:00,12,5,0,25.9,768.5
2025-07-05 13:00,13,5,0,25.9,813.2
2025-07-05 14:00,14,5,0,28.0,878.5
2025-07-05 15:00,15,5,0,27.8,897.7
2025-07-05 16:00,16,5,0,27.8,892.3
2025-07-05 17:00,17,5,0,27.9,876.6
2025-07-05 18:00,18,5,0,26.9,807.8
2025-07-05 19:00,19,5,0,26.5,747.6
2025-07-05 20:00,20,5,0,25.3,632.0
2025-07-05 21:00,21,5,0,24.3,528.6
2025-07-05 22:00,22,5,0,22.8,475.3
2025-07-05 23:00,23,5,0,22.3,436.1
2025-07-06 00:00,0,6,0,22.3,390.7
2025-07-06 01:00,1,6,0,20.7,387.5
2025-07-06 02:00,2,6,0,20.3,422.4
2025-07-06 03:00,3,6,0,19.9,467.6
2025-07-06 04:00,4,6,0,20.1,504.8
2025-07-06 05:00,5,6,0,21.0,547.4
2025-07-06 06:00,6,6,0,21.5,587.6
2025-07-06 07:00,7,6,0,22.2,608.3
2025-07-06 08:00,8,6,0,23.1,642.9
2025-07-06 09:00,9,6,0,24.1,629.4
2025-07-06 10:00,10,6,0,25.4,669.6
2025-07-06 11:00,11,6,0,25.7,705.5
2025-07-06 12:00,12,6,0,26.4,741.1
2025-07-06 13:00,13,6,0,27.2,773.1
2025-07-06 14:00,14,6,0,28.3,820.9
2025-07-06 15:00,15,6,0,29.4,860.2
2025-07-06 16:00,16,6,0,29.4,869.1
2025-07-06 17:00,17,6,0,28.9,836.5
2025-07-06 18:00,18,6,0,27.5,771.5
2025-07-06 19:00,19,6,0,26.0,690.8
2025-07-06 20:00,20,6,0,25.2,611.1
2025-07-06 21:00,21,6,0,24.0,517.0
2025-07-06 22:00,22,6,0,23.3,437.6
2025-07-06 23:00,23,6,0,20.8,376.6
2025-07-07 00:00,0,0,0,19.6,424.7
2025-07-07 01:00,1,0,0,19.1,450.0
2025-07-07 02:00,2,0,0,18.5,465.2
2025-07-07 03:00,3,0,0,18.1,530.0
2025-07-07 04:00,4,0,0,17.7,589.8
2025-07-07 05:00,5,0,0,17.9,641.3
2025-07-07 06:00,6,0,0,18.2,682.9
2025-07-07 07:00,7,0,0,18.7,706.4
2025-07-07 08:00,8,0,0,19.7,701.8
2025-07-07 09:00,9,0,0,21.2,706.1
2025-07-07 10:00,10,0,0,22.2,720.2
2025-07-07 11:00,11,0,0,22.5,757.1
2025-07-07 12:00,12,0,0,24.3,807.4
2025-07-07 13:00,13,0,0,24.5,852.6
2025-07-07 14:00,14,0,0,24.9,915.3
2025-07-07 15:00,15,0,0,25.3,942.1
2025-07-07 16:00,16,0,0,25.1,964.2
2025-07-07 17:00,17,0,0,24.0,898.2
2025-07-07 18:00,18,0,0,23.0,840.1
2025-07-07 19:00,19,0,0,21.3,747.2
2025-07-07 20:00,20,0,0,21.3,641.8
2025-07-07 21:00,21,0,0,19.8,552.9
2025-07-07 22:00,22,0,0,19.8,472.8
2025-07-07 23:00,23,0,0,19.3,397.3
2025-07-08 00:00,0,1,0,19.0,391.1
2025-07-08 01:00,1,1,0,18.4,416.5
2025-07-08 02:00,2,1,0,17.4,461.6
2025-07-08 03:00,3,1,0,17.0,529.0
2025-07-08 04:00,4,1,0,17.1,582.5
2025-07-08 05:00,5,1,0,18.9,640.9
2025-07-08 06:00,6,1,0,19.7,679.9
2025-07-08 07:00,7,1,0,19.9,687.8
2025-07-08 08:00,8,1,0,20.8,718.8
2025-07-08 09:00,9,1,0,22.8,734.9
2025-07-08 10:00,10,1,0,24.0,754.1
2025-07-08 11:00,11,1,0,25.2,816.2
2025-07-08 12:00,12,1,0,25.9,863.1
2025-07-08 13:00,13,1,0,25.7,901.6
2025-07-08 14:00,14,1,0,27.2,960.6
2025-07-08 15:00,15,1,0,28.1,1006.9
2025-07-08 16:00,16,1,0,27.0,992.0
2025-07-08 17:00,17,1,0,26.6,954.9
2025-07-08 18:00,18,1,0,25.7,900.5
2025-07-08 19:00,19,1,0,25.8,805.4
2025-07-08 20:00,20,1,0,24.7,697.8
2025-07-08 21:00,21,1,0,22.9,575.6
2025-07-08 22:00,22,1,0,23.0,499.6
2025-07-08 23:00,23,1,0,22.1,412.4
2025-07-09 00:00,0,2,0,21.5,398.8
2025-07-09 01:00,1,2,0,21.1,420.3
2025-07-09 02:00,2,2,0,20.9,472.6
2025-07-09 03:00,3,2,0,19.9,504.7
2025-07-09 04:00,4,2,0,18.8,576.7
2025-07-09 05:00,5,2,0,19.3,642.5
2025-07-09 06:00,6,2,0,20.4,675.7
2025-07-09 07:00,7,2,0,21.4,688.8
2025-07-09 08:00,8,2,0,23.4,715.0
2025-07-09 09:00,9,2,0,24.2,721.9
