gun,saat,isinim_Wm2,sicaklik_C,ruzgar_ms,bulutluluk,guc_kW
49,8,163.5,21.7,1.0,0.86,1.684
49,9,302.3,23.1,1.5,0.72,2.914
49,10,413.3,29.6,1.8,0.66,3.584
49,11,377.4,29.0,1.7,0.79,3.313
49,12,457.4,31.7,3.8,0.72,3.656
49,13,457.2,32.8,1.8,0.68,3.977
49,14,303.5,31.2,2.5,0.79,2.695
49,15,362.8,30.6,1.2,0.63,2.943
49,16,227.1,33.5,5.7,0.72,1.91
49,17,126.4,34.5,3.6,0.71,0.934
49,18,5.7,31.9,1.8,0.77,0.034
49,19,0.0,21.3,1.0,0.61,0.0
49,20,9.2,27.4,0.5,0.6,0.091
49,21,0.0,21.0,5.1,0.67,0.0
49,22,0.0,23.5,5.7,0.68,0.178
49,23,0.0,22.5,0.7,0.7,0.0
50,0,0.0,21.8,5.5,0.72,0.0
50,1,26.6,12.5,1.8,0.79,0.231
50,2,0.0,20.4,9.3,0.81,0.0
50,3,24.7,9.1,0.8,0.77,0.317
50,4,0.0,20.9,0.9,0.67,0.0
50,5,0.0,20.5,3.8,0.84,0.0
50,6,7.5,15.2,2.6,0.63,0.096
50,7,86.0,19.6,9.2,0.73,0.709
50,8,174.0,22.1,0.5,0.82,1.54
50,9,290.4,21.4,3.7,0.7,2.504
50,10,303.8,25.5,2.1,0.85,2.865
50,11,272.0,28.0,1.0,0.9,2.425
50,12,325.2,27.9,1.4,0.88,2.838
50,13,352.0,33.0,2.4,0.78,3.031
50,14,319.8,33.2,2.3,0.83,2.817
50,15,331.1,34.0,1.8,0.71,3.031
50,16,199.0,32.0,0.7,0.78,1.711
50,17,86.8,31.2,1.6,0.79,0.856
50,18,6.9,31.0,3.6,0.76,0.149
50,19,15.2,28.8,0.3,0.76,0.269
50,20,12.0,25.8,0.8,0.73,0.203
50,21,19.4,24.6,3.6,0.59,0.079
50,22,29.0,20.2,4.4,0.78,0.308
50,23,3.9,20.0,2.7,0.77,0.0
51,0,0.0,21.6,2.5,0.54,0.0
51,1,0.0,20.1,1.6,0.43,0.0
51,2,0.3,7.3,1.6,0.38,0.0
51,3,0.0,21.4,2.8,0.44,0.206
51,4,0.0,22.6,0.7,0.42,0.0
51,5,5.5,13.5,1.3,0.37,0.199
51,6,30.1,17.9,3.0,0.34,0.345
51,7,187.3,19.4,7.3,0.26,1.657
51,8,332.0,22.9,9.0,0.38,3.117
51,9,414.0,21.4,3.7,0.5,3.177
51,10,669.4,25.2,1.0,0.22,5.387
51,11,729.4,28.6,3.3,0.3,6.211
51,12,639.7,30.7,5.0,0.43,5.273
51,13,659.9,31.6,2.7,0.39,5.279
51,14,548.4,32.1,4.4,0.41,4.647
51,15,567.2,29.7,4.4,0.22,4.536
51,16,357.2,34.4,2.9,0.33,2.726
51,17,148.2,32.9,2.2,0.41,1.173
51,18,13.0,29.6,2.7,0.42,0.0
51,19,14.2,28.5,3.1,0.4,0.042
51,20,3.5,25.2,1.6,0.3,0.0
51,21,7.1,25.2,5.9,0.42,0.032
51,22,0.0,20.6,1.1,0.28,0.0
51,23,15.5,20.1,3.9,0.3,0.0
52,0,0.0,19.9,3.0,0.31,0.0
52,1,7.3,7.3,4.0,0.52,0.0
52,2,9.1,6.5,3.6,0.37,0.0
52,3,7.4,10.5,1.8,0.41,0.327
52,4,0.0,19.8,2.2,0.23,0.065
52,5,4.3,14.1,0.6,0.49,0.0
52,6,2.3,17.1,4.7,0.44,0.051
52,7,213.3,18.5,1.9,0.27,1.918
52,8,365.2,23.0,1.2,0.28,3.093
52,9,415.6,22.8,0.7,0.54,3.381
52,10,626.6,24.7,2.3,0.33,5.268
52,11,538.9,28.6,5.7,0.55,4.579
52,12,716.5,29.9,3.3,0.37,5.931
52,13,787.5,33.9,1.6,0.21,6.241
52,14,510.3,29.8,3.0,0.49,4.553
52,15,452.3,31.1,4.1,0.44,3.807
52,16,300.3,34.4,2.1,0.46,1.989
52,17,161.4,30.3,4.1,0.36,1.228
52,18,0.0,20.4,2.4,0.39,0.041
52,19,0.0,20.0,7.0,0.48,0.0
52,20,25.8,25.8,4.1,0.34,0.415
52,21,12.2,26.5,2.5,0.25,0.0
52,22,0.0,22.3,1.7,0.48,0.0
52,23,0.0,20.7,1.6,0.36,0.0
53,0,0.0,23.3,0.5,0.58,0.0
53,1,0.0,19.0,1.2,0.44,0.204
53,2,2.8,9.0,6.6,0.45,0.0
53,3,0.7,12.5,2.8,0.46,0.077
53,4,6.5,9.1,5.1,0.29,0.0
53,5,0.0,19.0,1.8,0.57,0.196
53,6,21.3,13.8,4.9,0.43,0.335
53,7,158.4,17.2,0.9,0.46,1.756
53,8,281.0,21.6,2.5,0.6,2.343
53,9,424.1,25.4,1.3,0.49,3.613
53,10,490.2,27.4,5.2,0.55,4.255
53,11,554.8,29.9,6.7,0.51,4.622
53,12,581.0,30.4,0.9,0.54,4.622
53,13,576.7,30.4,1.0,0.5,4.458
53,14,463.9,30.8,6.5,0.57,3.96
53,15,444.3,32.4,1.4,0.46,3.707
53,16,298.1,30.8,1.5,0.52,2.524
53,17,144.8,29.4,0.9,0.42,1.258
53,18,0.0,21.3,4.6,0.57,0.0
53,19,0.0,19.1,3.9,0.31,0.0
53,20,12.5,25.2,3.0,0.49,0.0
53,21,2.8,26.2,3.8,0.51,0.116
53,22,0.0,21.2,2.9,0.51,0.0
53,23,0.0,21.2,2.2,0.48,0.034
54,0,0.0,19.8,2.3,0.43,0.0
54,1,0.0,18.8,2.2,0.5,0.0
54,2,0.0,21.0,2.7,0.28,0.0
54,3,23.5,8.7,0.3,0.18,0.213
54,4,0.0,19.9,2.9,0.24,0.0
54,5,0.0,19.2,4.4,0.26,0.083
54,6,0.0,20.7,1.2,0.32,0.045
54,7,192.8,17.8,5.3,0.32,1.829
54,8,316.2,16.8,4.9,0.41,2.932
54,9,551.8,21.3,0.6,0.29,4.702
54,10,619.2,25.0,2.8,0.32,5.081
54,11,678.5,30.4,1.0,0.34,5.352
54,12,749.9,28.0,3.0,0.26,5.853
54,13,719.7,31.5,2.1,0.3,5.463
54,14,500.5,33.5,4.7,0.55,4.026
54,15,512.9,33.8,0.8,0.32,4.323
54,16,405.2,31.0,1.4,0.25,3.323
54,17,236.2,32.3,1.5,0.15,1.958
54,18,5.4,29.9,1.3,0.41,0.043
54,19,1.0,27.7,7.5,0.3,0.0
54,20,0.0,19.4,1.5,0.28,0.0
54,21,3.4,20.1,5.6,0.52,0.0
54,22,0.0,19.3,1.2,0.44,0.234
54,23,22.3,15.1,0.8,0.19,0.155
55,0,11.5,9.4,5.1,0.24,0.283
55,1,0.0,20.4,1.3,0.35,0.12
55,2,0.0,22.4,5.2,0.33,0.0
55,3,6.5,6.7,2.3,0.18,0.295
55,4,16.0,8.0,4.1,0.41,0.232
55,5,4.5,12.0,3.2,0.42,0.0
55,6,15.6,14.9,4.7,0.18,0.048
55,7,216.3,18.4,2.1,0.13,2.022
55,8,423.2,18.0,2.6,0.16,3.485
55,9,520.5,19.7,4.1,0.32,4.558
55,10,608.1,23.4,5.0,0.35,5.313
55,11,730.0,32.3,2.2,0.28,5.783
55,12,809.5,27.6,6.1,0.22,6.647
55,13,739.6,29.6,1.1,0.26,5.917
55,14,645.8,32.7,1.5,0.31,5.262
55,15,579.2,32.6,4.4,0.17,4.827
55,16,436.4,30.7,4.2,0.13,3.626
55,17,192.3,25.9,1.3,0.26,1.335
55,18,0.0,20.6,0.7,0.37,0.0
55,19,9.8,26.4,3.7,0.28,0.015
55,20,20.0,26.9,3.0,0.28,0.351
55,21,0.0,19.8,1.5,0.21,0.0
55,22,2.4,20.6,5.8,0.34,0.0
55,23,20.9,14.2,1.4,0.13,0.253
56,0,0.0,19.6,1.3,0.34,0.0
56,1,14.8,7.3,4.0,0.29,0.088
56,2,0.0,18.8,3.5,0.33,0.094
56,3,0.0,20.1,3.1,0.27,0.107
56,4,6.5,11.0,1.9,0.4,0.479
56,5,0.0,18.8,1.0,0.34,0.18
56,6,0.0,20.4,1.5,0.29,0.001
56,7,140.7,19.1,3.4,0.38,1.416
56,8,361.6,20.3,4.4,0.34,3.261
56,9,515.1,21.9,3.7,0.3,4.278
56,10,624.9,25.2,3.5,0.29,5.209
56,11,639.5,26.7,0.7,0.4,5.433
56,12,743.8,29.3,1.4,0.27,6.122
56,13,684.7,31.5,0.6,0.32,5.567
56,14,614.5,30.7,1.2,0.32,5.227
56,15,502.9,32.5,2.6,0.37,4.222
56,16,358.3,33.7,1.1,0.33,3.139
56,17,171.4,30.0,5.5,0.51,1.435
56,18,0.0,18.4,3.1,0.2,0.0
56,19,0.0,18.9,2.1,0.39,0.056
56,20,27.2,25.8,3.3,0.34,0.388
56,21,0.0,20.1,4.0,0.43,0.086
56,22,19.0,18.7,5.4,0.21,0.271
56,23,0.0,15.6,2.0,0.44,0.244
57,0,11.5,8.3,0.5,0.49,0.126
57,1,0.0,19.9,3.9,0.66,0.119
57,2,23.4,8.2,1.0,0.64,0.192
57,3,30.4,7.4,6.3,0.61,0.29
57,4,16.5,6.5,10.6,0.54,0.29
57,5,6.2,11.2,4.8,0.54,0.36
57,6,0.0,18.1,0.5,0.61,0.0
57,7,158.6,17.4,1.4,0.54,1.294
57,8,348.4,21.6,0.5,0.45,3.218
57,9,435.3,23.2,1.1,0.46,3.978
57,10,395.4,24.0,4.2,0.67,3.501
57,11,485.4,28.0,4.1,0.67,4.072
57,12,488.9,27.9,0.9,0.64,4.124
57,13,512.2,31.2,7.8,0.61,4.293
57,14,435.9,31.1,4.0,0.63,3.446
57,15,353.2,30.6,1.5,0.64,3.02
57,16,250.0,31.6,2.3,0.62,2.294
57,17,145.5,30.4,1.0,0.54,1.183
57,18,0.0,21.4,1.1,0.54,0.224
57,19,0.0,19.2,10.5,0.51,0.0
57,20,0.0,19.1,0.7,0.62,0.151
57,21,18.7,24.1,1.1,0.52,0.0
57,22,0.0,19.9,2.0,0.59,0.0
57,23,2.9,17.0,2.6,0.71,0.0
58,0,0.0,22.1,2.5,0.53,0.0
58,1,2.4,3.4,3.3,0.64,0.355
58,2,24.1,5.2,7.2,0.69,0.239
58,3,3.8,7.4,2.8,0.41,0.289
58,4,14.5,11.7,6.4,0.45,0.454
58,5,0.0,21.5,1.1,0.6,0.082
58,6,0.0,19.7,3.2,0.5,0.0
58,7,150.2,15.6,3.5,0.6,1.345
58,8,249.5,17.2,1.4,0.62,2.119
58,9,395.4,22.8,3.3,0.52,3.508
58,10,435.4,25.1,5.1,0.63,3.955
58,11,430.8,25.9,2.7,0.7,3.571
58,12,512.5,30.3,3.3,0.64,4.145
58,13,591.5,32.7,4.8,0.49,4.841
58,14,463.1,29.7,4.7,0.55,4.164
58,15,419.3,31.8,2.4,0.52,3.469
58,16,211.4,29.1,2.4,0.69,2.09
58,17,149.1,30.5,0.4,0.55,1.107
58,18,9.8,26.8,2.6,0.51,0.164
58,19,0.0,19.4,2.5,0.57,0.241
58,20,0.0,22.2,5.7,0.6,0.0
58,21,12.7,21.1,1.7,0.53,0.037
58,22,0.0,21.5,2.1,0.57,0.152
58,23,0.0,21.4,1.4,0.56,0.0
59,0,25.8,9.1,1.9,0.22,0.329
59,1,14.5,6.4,1.7,0.23,0.239
59,2,8.4,5.2,3.5,0.18,0.265
59,3,6.5,8.2,1.0,0.12,0.34
59,4,16.6,10.6,3.5,0.19,0.026
59,5,2.7,10.6,0.5,0.09,0.043
59,6,13.3,12.4,0.9,0.24,0.299
59,7,218.1,14.4,0.9,0.19,2.12
59,8,403.3,23.5,1.2,0.18,3.599
59,9,689.2,18.5,5.1,0.0,5.836
59,10,612.7,25.3,1.3,0.35,5.212
59,11,718.6,25.6,1.6,0.27,5.777
59,12,760.2,30.1,7.3,0.26,6.449
59,13,767.6,31.6,2.1,0.17,6.068
59,14,668.7,29.0,4.5,0.21,5.095
59,15,456.6,30.8,4.6,0.39,3.413
59,16,449.9,30.1,4.9,0.1,3.917
59,17,217.0,30.5,1.0,0.22,2.14
59,18,18.6,28.1,2.3,0.21,0.235
59,19,7.6,27.6,0.9,0.17,0.163
59,20,27.1,24.8,2.0,0.19,0.278
59,21,0.0,18.0,2.6,0.08,0.0
59,22,0.0,20.5,2.5,0.21,0.0
59,23,0.0,19.6,3.7,0.06,0.0
60,0,3.9,7.7,0.5,0.25,0.033
60,1,0.0,17.9,6.4,0.17,0.088
60,2,0.0,19.7,0.3,0.04,0.0
60,3,0.0,18.0,1.4,0.0,0.055
60,4,3.1,11.2,0.8,0.12,0.15
60,5,0.0,19.2,0.8,0.15,0.0
60,6,0.5,9.9,0.5,0.03,0.039
60,7,201.3,16.8,2.0,0.24,1.798
60,8,453.9,19.4,2.7,0.13,4.158
60,9,638.0,21.3,4.2,0.07,5.536
60,10,803.9,25.0,3.3,0.0,6.653
60,11,852.9,23.8,2.2,0.1,6.678
60,12,886.3,28.5,6.0,0.09,7.261
60,13,787.6,28.2,0.2,0.16,6.177
60,14,657.7,30.6,4.8,0.19,5.266
60,15,626.6,29.5,2.3,0.11,5.084
60,16,420.2,28.3,3.9,0.15,3.658
60,17,194.0,28.9,2.8,0.22,1.618
60,18,0.0,16.0,5.2,0.16,0.309
60,19,19.5,26.1,1.8,0.09,0.446
60,20,26.5,24.8,7.3,0.16,0.16
60,21,0.0,20.5,3.6,0.07,0.024
60,22,23.2,19.1,6.6,0.15,0.091
60,23,0.0,17.8,2.7,0.11,0.0
